url;deprecated;valid_until;valid_from;id;label_en;label_it
http://publications.europa.eu/resource/authority/number/CAR_00;false;;1952-07-25;CAR_00;zero;zero
http://publications.europa.eu/resource/authority/number/CAR_01;false;;1952-07-25;CAR_01;one;uno
http://publications.europa.eu/resource/authority/number/CAR_02;false;;1952-07-25;CAR_02;two;due
http://publications.europa.eu/resource/authority/number/CAR_03;false;;1952-07-25;CAR_03;three;tre
http://publications.europa.eu/resource/authority/number/CAR_04;false;;1952-07-25;CAR_04;four;quattro
http://publications.europa.eu/resource/authority/number/CAR_05;false;;1952-07-25;CAR_05;five;cinque
http://publications.europa.eu/resource/authority/number/CAR_06;false;;1952-07-25;CAR_06;six;sei
http://publications.europa.eu/resource/authority/number/CAR_07;false;;1952-07-25;CAR_07;seven;sette
http://publications.europa.eu/resource/authority/number/CAR_08;false;;1952-07-25;CAR_08;eight;otto
http://publications.europa.eu/resource/authority/number/CAR_09;false;;1952-07-25;CAR_09;nine;nove
http://publications.europa.eu/resource/authority/number/CAR_10;false;;1952-07-25;CAR_10;ten;dieci
http://publications.europa.eu/resource/authority/number/CAR_100;false;;1952-07-25;CAR_100;hundred;cento
http://publications.europa.eu/resource/authority/number/CAR_1000;false;;1952-07-25;CAR_1000;thousand;mille
http://publications.europa.eu/resource/authority/number/CAR_10000;false;;1952-07-25;CAR_10000;ten thousand;diecimila
http://publications.europa.eu/resource/authority/number/CAR_100000;false;;1952-07-25;CAR_100000;hundred thousand;centomila
http://publications.europa.eu/resource/authority/number/CAR_11;false;;1952-07-25;CAR_11;eleven;undici
http://publications.europa.eu/resource/authority/number/CAR_12;false;;1952-07-25;CAR_12;twelve;dodici
http://publications.europa.eu/resource/authority/number/CAR_13;false;;1952-07-25;CAR_13;thirteen;tredici
http://publications.europa.eu/resource/authority/number/CAR_14;false;;1952-07-25;CAR_14;fourteen;quattordici
http://publications.europa.eu/resource/authority/number/CAR_15;false;;1952-07-25;CAR_15;fifteen;quindici
http://publications.europa.eu/resource/authority/number/CAR_16;false;;1952-07-25;CAR_16;sixteen;sedici
http://publications.europa.eu/resource/authority/number/CAR_17;false;;1952-07-25;CAR_17;seventeen;diciassette
http://publications.europa.eu/resource/authority/number/CAR_18;false;;1952-07-25;CAR_18;eighteen;diciotto
http://publications.europa.eu/resource/authority/number/CAR_19;false;;1952-07-25;CAR_19;nineteen;diciannove
http://publications.europa.eu/resource/authority/number/CAR_20;false;;1952-07-25;CAR_20;twenty;venti
http://publications.europa.eu/resource/authority/number/CAR_21;false;;1952-07-25;CAR_21;twenty-one;ventuno
http://publications.europa.eu/resource/authority/number/CAR_22;false;;1952-07-25;CAR_22;twenty-two;ventidue
http://publications.europa.eu/resource/authority/number/CAR_23;false;;1952-07-25;CAR_23;twenty-three;ventitré
http://publications.europa.eu/resource/authority/number/CAR_24;false;;1952-07-25;CAR_24;twenty-four;ventiquattro
http://publications.europa.eu/resource/authority/number/CAR_25;false;;1952-07-25;CAR_25;twenty-five;venticinque
http://publications.europa.eu/resource/authority/number/CAR_26;false;;1952-07-25;CAR_26;twenty-six;ventisei
http://publications.europa.eu/resource/authority/number/CAR_27;false;;1952-07-25;CAR_27;twenty-seven;ventisette
http://publications.europa.eu/resource/authority/number/CAR_28;false;;1952-07-25;CAR_28;twenty-eight;ventotto
http://publications.europa.eu/resource/authority/number/CAR_29;false;;1952-07-25;CAR_29;twenty-nine;ventinove
http://publications.europa.eu/resource/authority/number/CAR_30;false;;1952-07-25;CAR_30;thirty;trenta
http://publications.europa.eu/resource/authority/number/CAR_31;false;;1952-07-25;CAR_31;thirty-one;trentuno
http://publications.europa.eu/resource/authority/number/CAR_40;false;;1952-07-25;CAR_40;forty;quaranta
http://publications.europa.eu/resource/authority/number/CAR_50;false;;1952-07-25;CAR_50;fifty;cinquanta
http://publications.europa.eu/resource/authority/number/CAR_60;false;;1952-07-25;CAR_60;sixty;sessanta
http://publications.europa.eu/resource/authority/number/CAR_70;false;;1952-07-25;CAR_70;seventy;settanta
