url;deprecated;valid_until;valid_from;id;label_en;label_it
http://publications.europa.eu/resource/authority/data-theme/AGRI;false;;2015-10-01;AGRI;Agriculture, fisheries, forestry and food;Agricoltura, pesca, silvicoltura e prodotti alimentari
http://publications.europa.eu/resource/authority/data-theme/ECON;false;;2015-10-01;ECON;Economy and finance;Economia e finanze
http://publications.europa.eu/resource/authority/data-theme/EDUC;false;;2015-10-01;EDUC;Education, culture and sport;Istruzione, cultura e sport
http://publications.europa.eu/resource/authority/data-theme/ENER;false;;2015-10-01;ENER;Energy;Energia
http://publications.europa.eu/resource/authority/data-theme/ENVI;false;;2015-10-01;ENVI;Environment;Ambiente
http://publications.europa.eu/resource/authority/data-theme/GOVE;false;;2015-10-01;GOVE;Government and public sector;Governo e settore pubblico
http://publications.europa.eu/resource/authority/data-theme/HEAL;false;;2015-10-01;HEAL;Health;Salute
http://publications.europa.eu/resource/authority/data-theme/INTR;false;;2015-10-01;INTR;International issues;Tematiche internazionali
http://publications.europa.eu/resource/authority/data-theme/JUST;false;;2015-10-01;JUST;Justice, legal system and public safety;Giustizia, sistema giuridico e sicurezza pubblica
http://publications.europa.eu/resource/authority/data-theme/OP_DATPRO;;;;OP_DATPRO;Provisional data;Dati provvisori
http://publications.europa.eu/resource/authority/data-theme/REGI;false;;2015-10-01;REGI;Regions and cities;Regioni e città
http://publications.europa.eu/resource/authority/data-theme/SOCI;false;;2015-10-01;SOCI;Population and society;Popolazione e società
http://publications.europa.eu/resource/authority/data-theme/TECH;false;;2015-10-01;TECH;Science and technology;Scienza e tecnologia
http://publications.europa.eu/resource/authority/data-theme/TRAN;false;;2015-10-01;TRAN;Transport;Trasporti
